Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
65,33,16,0,0.46923076923076923,0.6745106612264464,0.5693040972497653,0.0,100.0,0,RUNNING
66,33,12,0,0.4696969696969697,0.6380139164236726,0.5719286204106745,0.0,98.46153846153847,1,RUNNING
66,33,12,0,0.4696969696969697,0.5368972728657618,0.5744929876465955,0.0,98.46153846153847,2,RUNNING
67,33,11,0,0.46716417910447755,0.5080711154435048,0.5779710392889208,0.0,96.92307692307692,3,RUNNING
68,33,10,0,0.46764705882352936,0.48542266418294405,0.5816423874373776,0.0,95.38461538461537,4,RUNNING
67,33,10,0,0.4701492537313433,0.4614886844531206,0.584856288561846,0.0,96.92307692307692,5,RUNNING
67,33,9,0,0.4701492537313433,0.43773294996923706,0.5876930963412641,0.0,96.92307692307692,6,RUNNING
70,33,9,0,0.47714285714285715,0.43375,0.5907577332503497,0.0,92.3076923076923,7,RUNNING
71,33,9,0,0.4802816901408451,0.43375,0.5942084456061111,0.0,90.76923076923077,8,RUNNING
71,33,9,0,0.4859154929577465,0.43375,0.5965886421162935,0.0,90.76923076923077,9,RUNNING
70,33,9,0,0.4885714285714285,0.43375,0.5996283245672984,0.0,92.3076923076923,10,RUNNING
72,33,8,0,0.4972222222222222,0.43375,0.6037192768812827,0.0,89.23076923076923,11,RUNNING
70,33,8,0,0.5057142857142857,0.43375,0.6067472876480824,0.0,92.3076923076923,12,RUNNING
72,33,8,0,0.5111111111111111,0.43375,0.6102871738569974,0.0,89.23076923076923,13,RUNNING
71,33,8,0,0.5140845070422535,0.43375,0.612494060545828,0.0,90.76923076923077,14,RUNNING
74,33,8,0,0.518918918918919,0.43375,0.6154628312161996,0.0,86.15384615384616,15,RUNNING
76,33,8,0,0.5184210526315789,0.43375,0.6182930712439917,0.0,83.07692307692307,16,RUNNING
79,33,8,0,0.520253164556962,0.43375,0.6212621959974768,0.0,78.46153846153847,17,RUNNING
79,33,8,0,0.5227848101265823,0.43375,0.6242921246640882,0.0,78.46153846153847,18,RUNNING
81,33,6,0,0.5271604938271605,0.43356346650059774,0.6275027108970196,0.0,75.38461538461539,19,RUNNING
83,33,6,0,0.5313253012048192,0.43250429618812736,0.6302478774850939,0.0,72.3076923076923,20,RUNNING
87,33,6,0,0.5367816091954023,0.4308572678986809,0.6333451329123715,0.0,66.15384615384615,21,RUNNING
88,33,5,0,0.5386363636363636,0.42858701266548166,0.6360173709345435,0.0,64.61538461538461,22,RUNNING
91,33,4,0,0.5351648351648352,0.42581723253238596,0.6396287971192985,0.0,60.0,23,RUNNING
95,33,4,0,0.5399999999999999,0.4222253960855241,0.6428894713281293,0.0,53.84615384615385,24,RUNNING
95,33,3,0,0.5442105263157895,0.4178131786811803,0.6455222696074521,0.0,53.84615384615385,25,RUNNING
94,33,3,0,0.5468085106382978,0.41268606927114465,0.6486217230694166,0.0,55.38461538461539,26,RUNNING
95,33,3,0,0.5463157894736842,0.406876730027873,0.6518246870950001,0.0,53.84615384615385,27,RUNNING
99,33,3,0,0.5484848484848485,0.4007789294294643,0.6554070359401618,0.0,0.0,28,TUMOR_VICTORY
