Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
70,30,14,0,0.33531428571428573,0.6763341794127207,0.516325163903257,0.0,100.0,0,RUNNING
70,30,11,0,0.33531428571428573,0.6801680526447658,0.5190384614326926,0.0,100.0,1,RUNNING
71,30,10,0,0.33566197183098595,0.5730699104201847,0.5221583261761529,0.0,98.57142857142858,2,RUNNING
71,30,9,0,0.33566197183098595,0.5212912996534724,0.5248003980217545,0.0,98.57142857142858,3,RUNNING
73,30,8,0,0.33435616438356164,0.4831871370034389,0.5275920268504118,0.0,95.71428571428572,4,RUNNING
74,30,8,0,0.3327567567567568,0.45848264251037163,0.531299597824488,0.0,94.28571428571428,5,RUNNING
75,30,7,0,0.33504,0.4365252559999913,0.5342625431241788,0.0,92.85714285714286,6,RUNNING
76,30,7,0,0.3353684210526316,0.43375,0.5372847791837853,0.0,91.42857142857143,7,RUNNING
79,30,7,0,0.3363037974683544,0.43375,0.540978262721604,0.0,87.14285714285714,8,RUNNING
80,30,7,0,0.33480000000000004,0.43375,0.5436497610712597,0.0,85.71428571428572,9,RUNNING
82,30,7,0,0.3354146341463415,0.43375,0.5469783872315466,0.0,82.85714285714285,10,RUNNING
81,30,6,0,0.33866666666666667,0.43375,0.5501228039740348,0.0,84.28571428571429,11,RUNNING
80,30,6,0,0.342,0.43375,0.5531730252725218,0.0,85.71428571428572,12,RUNNING
80,30,6,0,0.3438,0.43375,0.5558368738838269,0.0,85.71428571428572,13,RUNNING
80,30,6,0,0.34740000000000004,0.43375,0.5589828954152936,0.0,85.71428571428572,14,RUNNING
82,30,6,0,0.3547317073170732,0.43375,0.5620252854356069,0.0,82.85714285714285,15,RUNNING
82,30,6,0,0.3529756097560976,0.43375,0.564399939387071,0.0,82.85714285714285,16,RUNNING
80,30,6,0,0.35100000000000003,0.43375,0.5672177631290154,0.0,85.71428571428572,17,RUNNING
82,30,6,0,0.3494634146341464,0.43375,0.5706177293368528,0.0,82.85714285714285,18,RUNNING
81,30,4,0,0.3546666666666667,0.4330698439772779,0.5733035680750768,0.0,84.28571428571429,19,RUNNING
82,30,4,0,0.3529756097560976,0.4316207212632407,0.5761393856205104,0.0,82.85714285714285,20,RUNNING
85,30,4,0,0.35491764705882356,0.4296092138797675,0.5787821124715541,0.0,78.57142857142857,21,RUNNING
89,30,4,0,0.35676404494382025,0.4270946659364273,0.5821775914330333,0.0,72.85714285714286,22,RUNNING
86,30,3,0,0.3566511627906977,0.4240724156813844,0.5848781573836764,0.0,77.14285714285715,23,RUNNING
88,30,3,0,0.36000000000000004,0.4203351712661607,0.5870617390428416,0.0,74.28571428571429,24,RUNNING
89,30,3,0,0.36161797752808994,0.4158161300367524,0.5906924678262055,0.0,72.85714285714286,25,RUNNING
86,30,3,0,0.36837209302325585,0.4104269427650557,0.5935594727258393,0.0,77.14285714285715,26,RUNNING
89,30,3,0,0.3697078651685394,0.4042423996203542,0.5965409560783577,0.0,72.85714285714286,27,RUNNING
88,30,3,0,0.3714545454545455,0.3973535117070614,0.5994639007178699,0.0,74.28571428571429,28,RUNNING
89,30,3,0,0.3729438202247191,0.38985721880046975,0.6018687373242634,0.0,72.85714285714286,29,RUNNING
89,30,3,0,0.37456179775280907,0.38178402267194456,0.6047510317367383,0.0,72.85714285714286,30,RUNNING
92,30,3,0,0.37878260869565217,0.37336621144682103,0.6082333523459723,0.0,0.0,31,TUMOR_VICTORY
