Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
40,20,7,0,0.4968000000000001,0.7981065771948493,0.2270774697795486,0.0,100.0,0,RUNNING
42,20,6,0,0.4937142857142858,0.9222413319547885,0.2301272003491662,0.0,95.0,1,RUNNING
42,20,6,0,0.4937142857142858,0.9350536668420895,0.23177051031758555,0.0,95.0,2,RUNNING
42,20,5,0,0.4937142857142858,0.9178930689732709,0.23488276637089855,0.0,95.0,3,RUNNING
41,20,5,0,0.4978536585365854,0.8989874541816638,0.23799336845638852,0.0,97.5,4,RUNNING
41,20,5,0,0.4978536585365854,0.8777953220987618,0.2412764970076933,0.0,97.5,5,RUNNING
42,20,5,0,0.5040000000000001,0.8548017324537392,0.24499722704396384,0.0,95.0,6,RUNNING
43,20,5,0,0.5098604651162791,0.8303982162905085,0.2478089747000586,0.0,92.5,7,RUNNING
44,20,3,0,0.5154545454545455,0.8039649243336172,0.25029300413758154,0.0,90.0,8,RUNNING
45,20,3,0,0.5208,0.7754922324305907,0.25313304148755494,0.0,87.5,9,RUNNING
45,20,3,0,0.5208,0.7452710857605437,0.2557727425894019,0.0,87.5,10,RUNNING
45,20,3,0,0.5208,0.7130177002498819,0.25879566357135325,0.0,87.5,11,RUNNING
45,20,3,0,0.5208,0.6933333333333334,0.26178037724542397,0.0,87.5,12,RUNNING
46,20,3,0,0.521217391304348,0.6933333333333334,0.2647231917658097,0.0,85.0,13,RUNNING
46,20,3,0,0.525913043478261,0.6933333333333334,0.26796811538539783,0.0,85.0,14,RUNNING
48,20,3,0,0.5265000000000001,0.6933333333333334,0.2713533547436347,0.0,80.0,15,RUNNING
49,20,3,0,0.5311836734693879,0.6933333333333334,0.2746844504392872,0.0,77.5,16,RUNNING
49,20,3,0,0.54,0.6933333333333334,0.27813818424198417,0.0,77.5,17,RUNNING
49,20,3,0,0.54,0.6933333333333334,0.2823378123760536,0.0,77.5,18,RUNNING
50,20,3,0,0.5443200000000001,0.6933333333333334,0.2847639943783517,0.0,75.0,19,RUNNING
50,20,3,0,0.5443200000000001,0.6933333333333334,0.2880653191159255,0.0,75.0,20,RUNNING
52,20,3,0,0.5441538461538463,0.6933333333333334,0.2910103018828661,0.0,70.0,21,RUNNING
50,20,3,0,0.5529600000000001,0.6933333333333334,0.2948434764996723,0.0,75.0,22,RUNNING
48,20,3,0,0.5535000000000001,0.6933333333333334,0.2971217440691663,0.0,80.0,23,RUNNING
50,20,3,0,0.5443200000000001,0.6933333333333334,0.3003504490037529,0.0,75.0,24,RUNNING
56,20,3,0,0.5631428571428573,0.6933333333333334,0.302613565797835,0.0,60.0,25,RUNNING
56,20,2,0,0.570857142857143,0.6933333333333334,0.3065379027367472,0.0,60.0,26,RUNNING
57,20,2,0,0.5741052631578948,0.6933333333333334,0.30841065007403445,0.0,57.49999999999999,27,RUNNING
58,20,2,0,0.5735172413793104,0.6933333333333334,0.3120270459836724,0.0,55.00000000000001,28,RUNNING
61,20,2,0,0.5718688524590165,0.6933333333333334,0.3156175614899749,0.0,0.0,29,TUMOR_VICTORY
