Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
50,30,12,0,0.621,0.7348124617031013,0.38369310660505285,0.0,100.0,0,RUNNING
50,30,30,0,0.621,0.9899999999999999,0.003683364388865467,0.0,100.0,1,RUNNING
50,30,30,0,0.621,0.9899999999999999,0.0021243949239336947,0.0,100.0,2,RUNNING
51,30,30,0,0.6220588235294118,0.9899999999999999,0.004168864060028288,0.0,98.0,3,RUNNING
52,30,30,0,0.6178846153846155,0.9933333333333333,0.003440388162715845,0.0,96.0,4,RUNNING
52,30,30,0,0.6178846153846155,0.9899999999999999,0.0017111944111835526,0.0,96.0,5,RUNNING
52,30,30,0,0.6178846153846155,0.9899999999999999,0.0022866200949660655,0.0,96.0,6,RUNNING
51,30,30,0,0.616764705882353,0.9933333333333333,0.002818871398627356,0.0,98.0,7,RUNNING
51,30,30,0,0.6273529411764706,0.9899999999999999,0.002656265026549837,0.0,98.0,8,RUNNING
51,30,30,0,0.6326470588235295,0.9899999999999999,0.0021028476310136165,0.0,98.0,9,RUNNING
52,30,30,0,0.6334615384615384,0.9899999999999999,0.0028887840303707217,0.0,96.0,10,RUNNING
53,30,30,0,0.6291509433962263,0.9899999999999999,0.004360895200276711,0.0,94.0,11,RUNNING
56,30,30,0,0.6364285714285715,0.9933333333333333,0.003570536813088016,0.0,88.0,12,RUNNING
57,30,30,0,0.6418421052631579,0.9899999999999999,0.003843095022009015,0.0,86.0,13,RUNNING
55,30,30,0,0.6504545454545454,0.9899999999999999,0.0031824874810700275,0.0,90.0,14,RUNNING
56,30,30,0,0.6557142857142857,0.9899999999999999,0.002607607759353333,0.0,88.0,15,RUNNING
55,30,30,0,0.6700909090909092,0.9899999999999999,0.0019581661236827783,0.0,90.0,16,RUNNING
53,30,30,0,0.6800943396226415,0.9899999999999999,0.0035212565553419044,0.0,94.0,17,RUNNING
54,30,30,0,0.6799999999999999,0.9899999999999999,0.0034951620163002468,0.0,92.0,18,RUNNING
53,30,30,0,0.6800943396226415,0.9899999999999999,0.002475685242947405,0.0,94.0,19,RUNNING
55,30,30,0,0.6897272727272727,0.9899999999999999,0.004196531710702486,0.0,90.0,20,RUNNING
55,30,30,0,0.6946363636363636,0.9899999999999999,0.0028265865213214325,0.0,90.0,21,RUNNING
53,30,30,0,0.695377358490566,0.9899999999999999,0.0030975635689830965,0.0,94.0,22,RUNNING
51,30,30,0,0.6961764705882354,0.9899999999999999,0.003245286244139856,0.0,98.0,23,RUNNING
48,30,30,2,0.703125,0.9899999999999999,0.0019252722589466413,4.0000000000000036,100.0,24,RUNNING
49,30,30,1,0.7025510204081632,0.9899999999999999,0.0022713609809911464,2.0000000000000018,100.0,25,RUNNING
51,30,30,0,0.706764705882353,0.9899999999999999,0.0025490960168609703,0.0,98.0,26,RUNNING
50,30,30,0,0.7182000000000001,0.9933333333333333,0.0026744856868947432,0.0,100.0,27,RUNNING
50,30,30,0,0.7128,0.9933333333333333,0.003548826094637117,0.0,100.0,28,RUNNING
49,30,30,1,0.7135714285714286,0.9899999999999999,0.0036800278243844784,2.0000000000000018,100.0,29,RUNNING
49,30,30,1,0.7135714285714286,0.9933333333333333,0.0027139662497932203,2.0000000000000018,100.0,30,RUNNING
47,30,30,3,0.7152127659574469,0.9899999999999999,0.0031778490276502327,6.000000000000005,100.0,31,RUNNING
47,30,30,3,0.7094680851063829,0.9899999999999999,0.0025526842816661066,6.000000000000005,100.0,32,RUNNING
47,30,30,3,0.7209574468085106,0.9933333333333333,0.0038328004659140165,6.000000000000005,100.0,33,RUNNING
44,30,30,6,0.7179545454545454,0.9899999999999999,0.0033803745851100162,12.0,100.0,34,RUNNING
45,30,30,5,0.7230000000000001,0.9899999999999999,0.0035444246083094406,9.999999999999998,100.0,35,RUNNING
43,30,30,7,0.7252325581395348,0.9899999999999999,0.003581539389153524,14.000000000000002,100.0,36,RUNNING
44,30,30,6,0.7302272727272728,0.9933333333333333,0.0040140645570847025,12.0,100.0,37,RUNNING
42,30,30,8,0.7457142857142858,0.9899999999999999,0.0027699162297765583,16.000000000000004,100.0,38,RUNNING
40,30,30,10,0.729,0.9899999999999999,0.0038520888550490364,19.999999999999996,100.0,39,RUNNING
38,30,30,12,0.7318421052631578,0.9933333333333333,0.00390596367473397,24.0,100.0,40,RUNNING
34,30,30,16,0.7544117647058823,0.9933333333333333,0.002954836603399532,31.999999999999996,100.0,41,RUNNING
35,30,30,15,0.7521428571428571,0.9899999999999999,0.0030427274309990037,30.000000000000004,100.0,42,RUNNING
35,30,30,15,0.7675714285714286,0.9899999999999999,0.0032827274102308975,30.000000000000004,100.0,43,RUNNING
34,30,30,16,0.7702941176470589,0.9899999999999999,0.002904710570498081,31.999999999999996,100.0,44,RUNNING
34,30,30,16,0.7623529411764707,0.9933333333333333,0.003070958940004058,31.999999999999996,100.0,45,RUNNING
33,30,30,17,0.765,0.9899999999999999,0.0036618044322705386,34.0,100.0,46,RUNNING
33,30,30,17,0.765,0.9899999999999999,0.003392870330513027,34.0,100.0,47,RUNNING
32,30,30,18,0.7678125,0.9899999999999999,0.0026080330103810186,36.0,100.0,48,RUNNING
33,30,30,17,0.765,0.9933333333333333,0.0028881188172154696,34.0,100.0,49,RUNNING
34,30,30,16,0.7544117647058823,0.9899999999999999,0.0032082651732341892,31.999999999999996,100.0,50,MAX_STEPS
