Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
69,59,29,0,0.6319565217391305,0.6716454727806944,0.5170755806083266,0.0,100.0,0,RUNNING
72,59,59,0,0.6375,0.99,0.002953720489301003,0.0,95.65217391304348,1,RUNNING
73,59,59,0,0.6343150684931507,0.9906666666666666,0.0027014359797950453,0.0,94.20289855072464,2,RUNNING
73,59,59,0,0.6343150684931507,0.99,0.0032751962758120643,0.0,94.20289855072464,3,RUNNING
73,59,59,0,0.6343150684931507,0.9906666666666666,0.002615668531443134,0.0,94.20289855072464,4,RUNNING
72,59,59,0,0.6375,0.9913333333333333,0.0033333349762539456,0.0,95.65217391304348,5,RUNNING
71,59,59,0,0.6369718309859155,0.9906666666666666,0.0034716700377370275,0.0,97.10144927536231,6,RUNNING
72,59,59,0,0.6375,0.9919999999999999,0.0030370784770635756,0.0,95.65217391304348,7,RUNNING
75,59,59,0,0.6462,0.9926666666666667,0.0028268301398371976,0.0,91.30434782608697,8,RUNNING
72,59,59,0,0.65625,0.9913333333333333,0.0033560799890223706,0.0,95.65217391304348,9,RUNNING
71,59,59,0,0.6635915492957747,0.9919999999999999,0.003109092049347283,0.0,97.10144927536231,10,RUNNING
69,59,59,0,0.675,0.9913333333333333,0.003184075554916774,0.0,100.0,11,RUNNING
67,59,59,2,0.675,0.9906666666666666,0.0031839180902217294,2.898550724637683,100.0,12,RUNNING
66,59,59,3,0.6954545454545454,0.9913333333333333,0.0032366633952164237,4.347826086956519,100.0,13,RUNNING
62,59,59,7,0.7098387096774194,0.99,0.002574709088340188,10.144927536231885,100.0,14,RUNNING
59,59,59,10,0.7207627118644068,0.9913333333333333,0.003124036549010419,14.492753623188403,100.0,15,RUNNING
57,59,59,12,0.7271052631578947,0.99,0.0028311021264115516,17.391304347826086,100.0,16,RUNNING
55,59,59,14,0.7486363636363635,0.9913333333333333,0.002600170783413545,20.28985507246377,100.0,17,RUNNING
52,59,59,17,0.7528846153846154,0.9906666666666666,0.002997543700430865,24.63768115942029,100.0,18,RUNNING
50,59,59,19,0.7506,0.99,0.003200101425382296,27.536231884057973,100.0,19,RUNNING
47,59,59,22,0.7554255319148937,0.9906666666666666,0.0030401623074126564,31.88405797101449,100.0,20,RUNNING
44,59,59,25,0.7486363636363635,0.9913333333333333,0.0030908944659858175,36.23188405797102,100.0,21,RUNNING
39,59,59,30,0.7719230769230769,0.9906666666666666,0.0028066592507871757,43.47826086956522,100.0,22,RUNNING
34,59,59,35,0.7702941176470589,0.9906666666666666,0.0028898941507490305,50.72463768115942,100.0,23,RUNNING
30,59,59,39,0.801,0.9913333333333333,0.0031380210438415462,56.52173913043479,100.0,24,RUNNING
29,59,59,40,0.805344827586207,0.9906666666666666,0.002985190201593909,57.971014492753625,100.0,25,RUNNING
27,59,59,42,0.8049999999999999,0.9906666666666666,0.0030269011508266895,60.86956521739131,100.0,26,RUNNING
25,59,59,44,0.8153999999999999,0.9913333333333333,0.0030490527845027727,63.76811594202898,100.0,27,RUNNING
20,59,59,49,0.837,0.99,0.0022806408134977275,71.01449275362319,100.0,28,RUNNING
19,59,59,50,0.8597368421052632,0.9913333333333333,0.002968074792465294,72.46376811594203,100.0,29,RUNNING
12,59,59,57,0.8999999999999999,0.9906666666666666,0.003287571917588639,82.6086956521739,100.0,30,RUNNING
11,59,59,58,0.9204545454545454,0.994,0.0027591185339660546,84.05797101449275,100.0,31,RUNNING
10,59,59,59,0.9179999999999999,0.9906666666666666,0.003149027532880135,85.5072463768116,100.0,32,RUNNING
8,59,59,61,0.91125,0.9913333333333333,0.002576548792206415,88.40579710144928,100.0,33,RUNNING
4,59,59,65,0.8775,0.9913333333333333,0.0028508490552226194,94.20289855072464,100.0,34,RUNNING
0,59,59,69,0.0,0.9906666666666666,0.0031578518817329732,100.0,100.0,35,REMISSION
