Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
120,20,11,0,0.5418000000000002,0.7110146804953187,0.5105525131654776,0.0,100.0,0,RUNNING
122,20,12,0,0.5470819672131149,0.8016938687466887,0.5130946488324201,0.0,98.33333333333333,1,RUNNING
123,20,12,0,0.5522926829268294,0.8098374182682742,0.5171722783459176,0.0,97.5,2,RUNNING
123,20,12,0,0.5540487804878049,0.8145862838894814,0.5206763147066676,0.0,97.5,3,RUNNING
118,20,11,2,0.5546440677966102,0.8156719466041041,0.523891698355195,1.6666666666666718,100.0,4,RUNNING
118,20,10,2,0.5583050847457628,0.8023164793639024,0.5265246080845354,1.6666666666666718,100.0,5,RUNNING
122,20,9,0,0.5541639344262297,0.7764467859186419,0.5297709521349273,0.0,98.33333333333333,6,RUNNING
121,20,9,0,0.5524958677685952,0.7479004649114623,0.53180647605114,0.0,99.16666666666667,7,RUNNING
124,20,9,0,0.5591612903225808,0.717902172577362,0.5355406571407274,0.0,96.66666666666667,8,RUNNING
120,20,8,0,0.5616000000000001,0.6854915552911585,0.5390839470741735,0.0,100.0,9,RUNNING
121,20,7,0,0.5685619834710746,0.6506229491596682,0.5412161320629749,0.0,99.16666666666667,10,RUNNING
121,20,7,0,0.5649917355371903,0.634,0.5443524910221603,0.0,99.16666666666667,11,RUNNING
122,20,7,0,0.5700983606557378,0.634,0.5464441053709643,0.0,98.33333333333333,12,RUNNING
123,20,7,0,0.5733658536585368,0.634,0.5490535916845742,0.0,97.5,13,RUNNING
123,20,7,0,0.576878048780488,0.634,0.5528076216887363,0.0,97.5,14,RUNNING
127,20,7,0,0.5774173228346459,0.634,0.5555874965095458,0.0,94.16666666666667,15,RUNNING
129,20,7,0,0.580186046511628,0.634,0.558225646262677,0.0,92.5,16,RUNNING
129,20,7,0,0.5852093023255815,0.634,0.5609483338065212,0.0,92.5,17,RUNNING
131,20,7,0,0.5911145038167941,0.634,0.5637246192954903,0.0,90.83333333333333,18,RUNNING
134,20,5,0,0.5948059701492538,0.634,0.5658563171442872,0.0,88.33333333333333,19,RUNNING
135,20,5,0,0.5992000000000001,0.634,0.5677839720433078,0.0,87.5,20,RUNNING
136,20,5,0,0.6003529411764706,0.634,0.5708946529457367,0.0,86.66666666666667,21,RUNNING
137,20,4,0,0.6014890510948906,0.634,0.5749382529466733,0.0,85.83333333333334,22,RUNNING
138,20,4,0,0.6010434782608697,0.634,0.5775501986345765,0.0,85.0,23,RUNNING
141,20,4,0,0.604340425531915,0.634,0.5816533074872992,0.0,0.0,24,TUMOR_VICTORY
