Tumor Cells (current),Immune Cells (total),Active Immune Cells,Destroyed Tumor Cells,Average Cancer Cell PD-L1,Average TCell Activation,Average TCell Exhaustion,Overall Survival,Progression-Free Survival,Time Step,Simulation Status
78,43,23,0,0.4717948717948718,0.6864540085415185,0.5392591877446059,0.0,100.0,0,RUNNING
80,43,43,0,0.4774999999999999,0.9903493977576395,0.15750058980871248,0.0,97.43589743589743,1,RUNNING
83,43,43,0,0.480722891566265,0.9900000000000001,0.027381558221099136,0.0,93.58974358974359,2,RUNNING
84,43,43,0,0.48333333333333334,0.9918181818181818,0.003216914160005652,0.0,92.3076923076923,3,RUNNING
83,43,43,0,0.48554216867469874,0.9900000000000001,0.003159570210015801,0.0,93.58974358974359,4,RUNNING
86,43,43,0,0.48372093023255813,0.990909090909091,0.0037377937026901896,0.0,89.74358974358975,5,RUNNING
91,43,43,0,0.4846153846153846,0.990909090909091,0.0029828398717640816,0.0,83.33333333333334,6,RUNNING
91,43,43,0,0.4912087912087912,0.9918181818181818,0.002523722444317105,0.0,83.33333333333334,7,RUNNING
93,43,43,0,0.49139784946236553,0.990909090909091,0.003239567277271811,0.0,80.76923076923077,8,RUNNING
96,43,43,0,0.4895833333333333,0.9918181818181818,0.0028898499018503165,0.0,76.92307692307692,9,RUNNING
99,43,43,0,0.49191919191919187,0.9900000000000001,0.0030768713791462553,0.0,73.07692307692308,10,RUNNING
101,43,43,0,0.498019801980198,0.9918181818181818,0.002449176632060743,0.0,70.51282051282051,11,RUNNING
103,43,43,0,0.5019417475728155,0.9918181818181818,0.00243769888928616,0.0,67.94871794871796,12,RUNNING
106,43,43,0,0.5018867924528302,0.9900000000000001,0.0025914451464429875,0.0,64.1025641025641,13,RUNNING
108,43,43,0,0.5055555555555555,0.9918181818181818,0.003037643117244812,0.0,61.53846153846154,14,RUNNING
109,43,43,0,0.501834862385321,0.990909090909091,0.0031515917086672456,0.0,60.25641025641026,15,RUNNING
109,43,43,0,0.5,0.9927272727272727,0.0030620048782227976,0.0,60.25641025641026,16,RUNNING
109,43,43,0,0.501834862385321,0.990909090909091,0.003680581841635984,0.0,60.25641025641026,17,RUNNING
111,43,43,0,0.5018018018018018,0.9900000000000001,0.003106936706191227,0.0,57.692307692307686,18,RUNNING
113,43,43,0,0.5053097345132743,0.9900000000000001,0.0033402527500673105,0.0,55.12820512820513,19,RUNNING
113,43,43,0,0.5123893805309735,0.9900000000000001,0.0031253763933483548,0.0,55.12820512820513,20,RUNNING
113,43,43,0,0.5123893805309735,0.9918181818181818,0.0025000552470297076,0.0,55.12820512820513,21,RUNNING
112,43,43,0,0.5196428571428571,0.9900000000000001,0.003857444015919911,0.0,56.41025641025641,22,RUNNING
111,43,43,0,0.5198198198198197,0.990909090909091,0.002724612150562448,0.0,57.692307692307686,23,RUNNING
109,43,43,0,0.5275229357798165,0.990909090909091,0.0025485221684136386,0.0,60.25641025641026,24,RUNNING
109,43,43,0,0.5293577981651376,0.9900000000000001,0.003110133976591512,0.0,60.25641025641026,25,RUNNING
110,43,43,0,0.5254545454545454,0.9900000000000001,0.002826838446516381,0.0,58.97435897435898,26,RUNNING
108,43,43,0,0.5333333333333333,0.9918181818181818,0.0028340932091160324,0.0,61.53846153846154,27,RUNNING
110,43,43,0,0.5363636363636364,0.9900000000000001,0.00278807806427917,0.0,58.97435897435898,28,RUNNING
107,43,43,0,0.5355140186915888,0.9927272727272727,0.0028788113475593817,0.0,62.82051282051282,29,RUNNING
107,43,43,0,0.5373831775700935,0.990909090909091,0.0026069788869467103,0.0,62.82051282051282,30,RUNNING
